fund_code,fund_name,fund_type
026706,方正富邦恒信双利债券C,债券型
026707,永赢元鑫稳健多资产六个月持有混合(FOF)A,FOF
026708,永赢元鑫稳健多资产六个月持有混合(FOF)C,FOF
026709,景顺长城智享混合,混合型
026710,富国核心动力混合A,混合型
026711,富国核心动力混合C,混合型
026715,大成国证石油天然气指数型发起式A,指数型
026716,大成国证石油天然气指数型发起式C,指数型
026718,银华中证科创创业50ETF发起式联接A,指数型
026719,银华中证科创创业50ETF发起式联接C,指数型
026720,平安中证光伏产业ETF联接发起式A,指数型
026721,平安中证光伏产业ETF联接发起式C,指数型
026722,浙商中证A500指数增强A,指数型
026723,浙商中证A500指数增强C,指数型
026728,中信保诚科技智选混合A,混合型
026729,中信保诚科技智选混合C,混合型
026730,富国价值回报混合A,混合型
026731,富国价值回报混合C,混合型
026732,广发成长甄选混合A,混合型
026733,广发成长甄选混合C,混合型
026736,交银中证A500指数增强发起A,指数型
026737,交银中证A500指数增强发起C,指数型
026738,人保创业板综合指数增强A,指数型
026739,人保创业板综合指数增强C,指数型
026742,中欧中证A500指数量化增强A,指数型
026743,中欧中证A500指数量化增强C,指数型
026746,上银医药精选股票发起式A,股票型
026747,上银医药精选股票发起式C,股票型
026750,华泰紫金明睿债券A,债券型
026751,华泰紫金明睿债券C,债券型
026752,国泰共赢未来混合发起A,混合型
026753,国泰共赢未来混合发起C,混合型
026754,华宝中证光伏产业指数发起,指数型
026755,华宝中证港股通信息技术ETF发起联接,指数型
026756,鑫元鑫锐量化选股混合发起式A,混合型
026757,鑫元鑫锐量化选股混合发起式C,混合型
026758,招商恒生港股通汽车主题指数发起式A,指数型
026759,招商恒生港股通汽车主题指数发起式C,指数型
026760,财信均衡致远混合发起式A,混合型
026761,财信均衡致远混合发起式C,混合型
026762,广发医疗创新精选混合发起式A,混合型
026763,广发医疗创新精选混合发起式C,混合型
026764,人保中证港股通互联网指数A,指数型
026765,人保中证港股通互联网指数C,指数型
026768,华泰保兴沪深300指数增强A,指数型
026769,华泰保兴沪深300指数增强C,指数型
026770,中银创业板50指数A,指数型
026771,中银创业板50指数C,指数型
026772,中银证券创业板ETF联接A,指数型
026773,中银证券创业板ETF联接C,指数型
026774,中欧中证500指数量化增强A,指数型
026775,中欧中证500指数量化增强C,指数型
026776,百嘉百泽60天持有纯债债券A,债券型
026777,百嘉百泽60天持有纯债债券C,债券型
026778,诺安智泉量化选股混合发起式A,混合型
026779,诺安智泉量化选股混合发起式C,混合型
026780,华泰保兴中证800指数增强A,指数型
026781,华泰保兴中证800指数增强C,指数型
026782,宏利泰和稳健养老目标一年持有混合(FOF)C,FOF
026783,诺安悦鑫90天持有期债A,债券型
026784,诺安悦鑫90天持有期债C,债券型
026785,鹏华中证A50ETF发起式联接A,指数型
026786,鹏华中证A50ETF发起式联接C,指数型
026787,鹏华上证科创板人工智能ETF发起式联接A,指数型
026788,鹏华上证科创板人工智能ETF发起式联接C,指数型
026789,中欧上证科创板人工智能指数A,指数型
026790,中欧上证科创板人工智能指数C,指数型
026791,博道星航混合,混合型
026792,泰信添瑞债券C,债券型
026793,信澳盈丰多元三个月持有期混合(FOF)A,FOF
026794,信澳盈丰多元三个月持有期混合(FOF)C,FOF
026797,诺安智盈优选三个月持有混合发起(FOF)A,FOF
026798,诺安智盈优选三个月持有混合发起(FOF)C,FOF
026799,招商智稳优选3个月持有期混合(FOF)A,FOF
026800,招商智稳优选3个月持有期混合(FOF)C,FOF
026801,景顺长城和熙安裕三个月持有混合(FOF)A,FOF
026802,景顺长城和熙安裕三个月持有混合(FOF)C,FOF
026803,宏利消费主题精选混合A,混合型
026804,宏利消费主题精选混合C,混合型
026805,广发稳泰多元机遇三个月持有混合(ETF-FOF)A,FOF
026806,广发稳泰多元机遇三个月持有混合(ETF-FOF)C,FOF
026807,易方达研究智选股票A,股票型
026808,易方达研究智选股票C,股票型
026809,易方达如意安瑞3个月持有混合(FOF)A,FOF
026810,易方达如意安瑞3个月持有混合(FOF)C,FOF
026812,富国智瑞稳健90天持有期混合(FOF)A,FOF
026813,富国智瑞稳健90天持有期混合(FOF)C,FOF
026814,兴全创业板综指增强发起式A,指数型
026815,兴全创业板综指增强发起式C,指数型
026816,富国创业板新能源ETF发起式联接A,指数型
026817,富国创业板新能源ETF发起式联接C,指数型
026818,安信远见共赢混合A,混合型
026819,安信远见共赢混合C,混合型
026820,南方医疗精选混合发起A,混合型
026821,南方医疗精选混合发起C,混合型
026822,长盛电子信息主题混合C,混合型
026823,兴银上证综合指数增强A,指数型
026824,兴银上证综合指数增强C,指数型
026825,中银健康生活混合C,混合型
026826,浦银安盛盈泰多元配置3个月持有混合(FOF)A,FOF
026827,浦银安盛盈泰多元配置3个月持有混合(FOF)C,FOF
026828,长城睿盈多元稳健3个月持有混合发起(FOF)A,FOF
026829,长城睿盈多元稳健3个月持有混合发起(FOF)C,FOF
026830,中欧预见稳瑞混合(FOF)C,FOF
026831,东吴优利债券A,债券型
026832,东吴优利债券C,债券型
026833,国寿安保尊利增强回报债券E,债券型
026834,诺安精选回报混合C,混合型
026835,太平中证港股通互联网指数A,指数型
026836,太平中证港股通互联网指数C,指数型
026837,财通资管周期研选混合发起式A,混合型
026838,财通资管周期研选混合发起式C,混合型
026839,万家医疗创新混合发起式A,混合型
026840,万家医疗创新混合发起式C,混合型
026841,华安创新动能混合A,混合型
026842,华安创新动能混合C,混合型
026843,国泰上证科创板200ETF发起联接A,指数型
026844,国泰上证科创板200ETF发起联接C,指数型
026845,汇添富添添乐双盈债券E,债券型
026846,华富安华债券D,债券型
026847,易方达中证港股通综合量化增强A,指数型
026848,易方达中证港股通综合量化增强C,指数型
026849,国寿安保薪金宝货币C,货币型
026850,泓德价值智选混合A,混合型
026851,泓德价值智选混合C,混合型
026852,交银远见精选混合A,混合型
026853,交银远见精选混合C,混合型
026854,平安匠心品质混合A,混合型
026855,平安匠心品质混合C,混合型
026856,富安达策略精选混合C,混合型
026857,富安达医药创新混合C,混合型
026858,景顺长城信优成长混合C,混合型
026859,华安智优量化选股股票A,股票型
026860,华夏中证A500增强策略ETF联接A,指数型
026861,华夏中证A500增强策略ETF联接C,指数型
026862,易方达恒生生物科技ETF联接发起式A,指数型
026863,易方达恒生生物科技ETF联接发起式C,指数型
026864,苏新韵启混合A,混合型
026865,苏新韵启混合C,混合型
026866,华安智优量化选股股票C,股票型
026869,兴业裕丰债券C,债券型
026870,鹏华卓越成长混合A,混合型
026871,鹏华卓越成长混合C,混合型
026872,汇添富消费新机遇混合发起式A,混合型
026873,汇添富消费新机遇混合发起式C,混合型
026874,人保新锐智选混合A,混合型
026875,人保新锐智选混合C,混合型
026876,诺安双利债券发起C,债券型
026884,招商国证港股通科技ETF发起式联接A,指数型
026885,招商国证港股通科技ETF发起式联接C,指数型
026886,财通资管消费研选混合发起式A,混合型
026887,财通资管消费研选混合发起式C,混合型
026888,创金合信上证科创板综合指数增强A,指数型
026889,创金合信上证科创板综合指数增强C,指数型
026890,兴合产业优选混合发起式A,混合型
026891,兴合产业优选混合发起式C,混合型
026892,兴合安元债券A,债券型
026893,兴合安元债券C,债券型
026894,华夏聚诚优选三个月持有混合(FOF)A,FOF
026895,华夏聚诚优选三个月持有混合(FOF)C,FOF
026897,华夏港股通消费精选混合A,混合型
026898,华夏港股通消费精选混合C,混合型
026901,华安沣泽6个月持有混合A,混合型
026902,华安沣泽6个月持有混合C,混合型
026903,融通消费臻选混合发起式A,混合型
026904,融通消费臻选混合发起式C,混合型
026908,汇添富稳进多资产三个月持有混合(FOF)A,FOF
026909,汇添富稳进多资产三个月持有混合(FOF)C,FOF
026910,富国智享稳健120天持有期混合(FOF)A,FOF
026911,富国智享稳健120天持有期混合(FOF)C,FOF
026912,景顺长城和熙安泰三个月持有混合(FOF)A,FOF
026913,景顺长城和熙安泰三个月持有混合(FOF)C,FOF
026914,渤海汇金多元积极配置3个月持有混合发起(ETF-FOF)A,FOF
026915,渤海汇金多元积极配置3个月持有混合发起(ETF-FOF)C,FOF
026916,创金合信稳健招利6个月持有期混合A,混合型
026917,创金合信稳健招利6个月持有期混合C,混合型
026918,大成启元价值混合A,混合型
026919,大成启元价值混合C,混合型
026922,华宝中证港股通医疗主题ETF发起式联接,指数型
026923,富国港股通成长精选混合A,混合型
026924,富国港股通成长精选混合C,混合型
026927,申万菱信多元配置3个月持有期混合(ETF-FOF)A,FOF
026928,申万菱信多元配置3个月持有期混合(ETF-FOF)C,FOF
026929,明亚稳健配置三个月持有期混合(FOF)A,FOF
026930,明亚稳健配置三个月持有期混合(FOF)C,FOF
026933,鑫元周期睿选混合发起式A,混合型
026934,鑫元周期睿选混合发起式C,混合型
026937,华泰紫金港股通价值研选混合发起A,混合型
026938,华泰紫金港股通价值研选混合发起C,混合型
026939,南方智汇量化选股混合A,混合型
026940,南方智汇量化选股混合C,混合型
026941,中加量化选股混合A,混合型
026942,中加量化选股混合C,混合型
026947,东方红周期研选混合发起A,混合型
026948,东方红周期研选混合发起C,混合型
026949,华宝中证全指电力公用事业ETF发起式联接,指数型
026954,华夏中证全指食品ETF联接A,指数型
026955,华夏中证全指食品ETF联接C,指数型
026958,银河中证电池主题指数发起式A,指数型
026959,银河中证电池主题指数发起式C,指数型
026960,惠升添益混合A,混合型
026961,惠升添益混合C,混合型
026962,鑫元北证50成份指数发起式A,指数型
026963,鑫元北证50成份指数发起式C,指数型
026964,安信颐祥双利六个月持有混合A,混合型
026965,安信颐祥双利六个月持有混合C,混合型
026970,泓德裕康债券D,债券型
026971,民生加银现金宝货币E,货币型
026972,大成天宁混合A,混合型
026973,大成天宁混合C,混合型
026974,兴业中证电池主题指数A,指数型
026975,兴业中证电池主题指数C,指数型
026978,中海铭嘉债券A,债券型
026979,中海铭嘉债券C,债券型
026982,博时恒信臻选6个月持有期混合(FOF)A,FOF
026983,博时恒信臻选6个月持有期混合(FOF)C,FOF
026986,汇泉科创创业量化选股混合A,混合型
026987,汇泉科创创业量化选股混合C,混合型
026990,国泰产业智选混合发起A,混合型
026991,国泰产业智选混合发起C,混合型
026992,博时恒乐债券B,债券型
026993,东方阿尔法瑞利混合发起A,混合型
026994,东方阿尔法瑞利混合发起C,混合型
026997,易方达成长景明混合A,混合型
026998,易方达成长景明混合C,混合型
026999,鑫元锦利定期开放C,债券型
027000,泓德周期臻选混合发起式A,混合型
027001,泓德周期臻选混合发起式C,混合型
027002,东方红鼎鸿债券A,债券型
027003,东方红鼎鸿债券C,债券型
027004,博道衍和债券A,债券型
027005,博道衍和债券C,债券型
027006,天弘安泽90天持有债券A,债券型
027007,天弘安泽90天持有债券C,债券型
027010,汇添富港股通周期精选混合A,混合型
027011,汇添富港股通周期精选混合C,混合型
027012,广发港股通医疗创新精选混合A,混合型
027013,广发港股通医疗创新精选混合C,混合型
027014,广发添享债券A,债券型
027015,广发添享债券C,债券型
027018,大成天启稳利债券A,债券型
027019,大成天启稳利债券C,债券型
027022,中银稳进睿利债券发起A,债券型
027023,中银稳进睿利债券发起C,债券型
027024,国金安裕债券A,债券型
027025,国金安裕债券C,债券型
027033,中银中证科创创业人工智能指数发起A,指数型
027034,中银中证科创创业人工智能指数发起C,指数型
027037,鹏华瑞衡鑫益180天持有期债券A,债券型
027038,鹏华瑞衡鑫益180天持有期债券C,债券型
027043,兴银中证科创创业人工智能指数A,指数型
027044,兴银中证科创创业人工智能指数C,指数型
027045,弘毅远方医疗创新混合A,混合型
027046,弘毅远方医疗创新混合C,混合型
027047,景顺长城中证科创创业人工智能ETF联接A,指数型
027048,景顺长城中证科创创业人工智能ETF联接C,指数型
027049,融通医疗创新臻选混合A,混合型
027050,融通医疗创新臻选混合C,混合型
027057,南方科技领航混合发起A,混合型
027058,南方科技领航混合发起C,混合型
027061,新华科技甄选混合发起A,混合型
027062,新华科技甄选混合发起C,混合型
027063,鹏华创新驱动混合C,混合型
027064,长信稳健汇利90天持有债券A,债券型
027065,长信稳健汇利90天持有债券C,债券型
027074,鹏安核心科技混合发起式A,混合型
027075,鹏安核心科技混合发起式C,混合型
027076,易方达恒安稳健6个月持有债券A,债券型
027077,易方达恒安稳健6个月持有债券C,债券型
027078,富国稳健添颐债券A,债券型
027079,富国稳健添颐债券C,债券型
027080,华夏季季鑫90天持有债券A,债券型
027081,华夏季季鑫90天持有债券C,债券型
027082,工银稳健丰汇180天持有债券C,债券型
027083,工银稳健丰汇180天持有债券A,债券型
027084,英大产业精选混合发起A,混合型
027085,英大产业精选混合发起C,混合型
027090,汇添富稳锦90天滚动持有债券A,债券型
027091,汇添富稳锦90天滚动持有债券C,债券型
027092,上银慧铭双利180天持有期债券发起式A,债券型
027093,上银慧铭双利180天持有期债券发起式C,债券型
027105,中银优秀企业混合C,混合型
027108,国泰民享稳健养老目标一年持有期混合发起式(FOF)Y,FOF
027109,农银沪深300指数Y,指数型
027110,天弘创业板新能源指数发起A,指数型
027111,天弘创业板新能源指数发起C,指数型
027113,易方达中证港股通医疗主题ETF联接发起式A,指数型
027114,易方达中证港股通医疗主题ETF联接发起式C,指数型
027115,兴业沪港深成长先锋混合发起式A,混合型
027116,兴业沪港深成长先锋混合发起式C,混合型
027117,东财新兴产业混合发起式A,混合型
027118,东财新兴产业混合发起式C,混合型
027137,广发中证红利低波指数发起式A,指数型
027138,广发中证红利低波指数发起式C,指数型
027139,国寿安保严选稳健养老一年持有混合(FOF)Y,FOF
027142,华夏上证科创板生物医药ETF发起式联接A,指数型
027143,华夏上证科创板生物医药ETF发起式联接C,指数型
027146,平安中证A50ETF联接Y,
027155,广发科创50ETF发起式联接Y,指数型
027156,鑫元启航混合发起式A,混合型
027157,鑫元启航混合发起式C,混合型
027166,汇添富中证金融科技主题ETF发起式联接A,指数型
027167,汇添富中证金融科技主题ETF发起式联接C,指数型
027168,南方丰泽稳健添利债券A,债券型
027169,南方丰泽稳健添利债券C,债券型
027170,交银环球精选混合(QDII)C,QDII
027171,万家家瑞债券D,债券型
027181,鹏华沪深300指数增强Y,指数型
027191,天弘中证畜牧养殖产业指数发起A,指数型
027192,天弘中证畜牧养殖产业指数发起C,指数型
027211,易方达如意安悦3个月持有混合(FOF)A,FOF
027212,易方达如意安悦3个月持有混合(FOF)C,FOF
027233,银华中证机器人ETF发起式联接A,
027234,银华中证机器人ETF发起式联接C,
040001,华安创新混合,混合型
040002,华安中国A股增强指数,指数型
040003,华安现金富利货币A,货币型
040004,华安宝利配置混合,混合型
040005,华安宏利混合A,混合型
040007,华安中小盘成长混合,混合型
040008,华安策略优选混合A,混合型
040009,华安稳定收益债券A,债券型
040010,华安稳定收益债券B,债券型
040011,华安核心优选混合A,混合型
040012,华安强化收益债券A,债券型
040013,华安强化收益债券B,债券型
040015,华安动态灵活配置混合A,混合型
040016,华安行业轮动混合,混合型
040018,华安香港精选股票(QDII),QDII
040019,华安稳固收益债券C,债券型
040020,华安升级主题混合A,混合型
040021,华安大中华升级股票(QDII)A,QDII
040022,华安可转债债券A,债券型
040023,华安可转债债券B,债券型
040025,华安科技动力混合A,混合型
040026,华安信用四季红债券A,债券型
040035,华安逆向策略混合A,混合型
040036,华安安心收益债券A,债券型
040037,华安安心收益债券B,债券型
040038,华安日日鑫货币A,货币型
040039,华安日日鑫货币B,货币型
040040,华安纯债债券A,债券型
040041,华安纯债债券C,债券型
040045,华安添鑫中短债A,债券型
040046,华安纳斯达克100ETF联接(QDII)A,指数型
040047,华安纳斯达克100ETF联接(QDII)A美元现钞,指数型
040048,华安纳斯达克100ETF联接(QDII)A美元现汇,指数型
040180,华安上证180ETF联接A,指数型
040190,华安上证50ETF联接A,指数型
041001,华安创新混合(后端),混合型
041002,华安中国A股增强指数(后端),指数型
041003,华安现金富利货币B,货币型
041004,华安宝利配置混合(后端),混合型
041005,华安宏利混合A(后端),混合型
041007,华安中小盘成长混合(后端),混合型
041008,华安策略优选混合A(后端),混合型
041009,华安稳定收益债券A(后端),债券型
041011,华安核心优选混合A(后端),混合型
050001,博时价值增长混合,混合型
050002,博时沪深300指数A,指数型
050003,博时现金收益货币A,货币型
050004,博时精选混合A,混合型
050006,博时稳定价值债券B,债券型
050007,博时平衡配置混合,混合型
050008,博时第三产业混合,混合型
050009,博时新兴成长混合,混合型
050010,博时特许价值混合A,混合型
050011,博时信用债券A/B,债券型
050012,博时策略混合,混合型
050013,博时上证超大盘ETF联接A,指数型
050014,博时创业成长混合A,混合型
050015,博时大中华亚太精选,QDII
050016,博时宏观回报债券A/B,债券型
050018,博时行业轮动混合,混合型
050019,博时转债增强债券A,债券型
050020,博时抗通胀增强回报,QDII
050021,博时创业板ETF联接A,指数型
050022,博时回报混合,混合型
050023,博时天颐债券A,债券型
050024,博时上证自然资源ETF联接A,指数型
050025,博时标普500ETF联接A,指数型
050026,博时医疗保健行业混合A,混合型
050027,博时信用债纯债债券A,债券型
050030,博时亚洲票息收益债券A人民币,QDII
050106,博时稳定价值债券A,债券型
050111,博时信用债券C,债券型
050116,博时宏观回报债券C,债券型
050119,博时转债增强债券C,债券型
050123,博时天颐债券C,债券型
050201,博时价值增长贰号混合,混合型
050202,博时亚洲票息收益债券A美元现汇,QDII
050203,博时亚洲票息收益债券A美元现钞,QDII
051001,博时价值增长混合(后端),混合型
051010,博时特许价值混合A(后端),混合型
051011,博时信用债券A/B(后端),债券型
051014,博时创业成长混合A(后端),混合型
051016,博时宏观回报债券A/B(后端),债券型
051106,博时稳定价值债券A(后端),债券型
051201,博时价值增长贰号混合(后端),混合型
070001,嘉实成长收益混合A,混合型
070002,嘉实增长混合,混合型
070003,嘉实稳健混合,混合型
070005,嘉实债券A,债券型
070006,嘉实服务增值行业混合,混合型
070008,嘉实货币A,货币型
070009,嘉实超短债债券C,债券型
070010,嘉实主题混合,混合型
070011,嘉实策略混合,混合型
070012,嘉实海外中国股票混合,QDII
070013,嘉实研究精选混合,混合型
070015,嘉实多元债券A,债券型
070016,嘉实多元债券B,债券型
070017,嘉实量化阿尔法混合,混合型
070018,嘉实回报混合,混合型
070019,嘉实价值优势混合A,混合型
070020,嘉实稳固收益债券C,债券型
070021,嘉实主题新动力混合,混合型
070022,嘉实领先成长混合,混合型
070023,嘉实深证基本面120联接A,指数型
070025,嘉实信用债券A,债券型
070026,嘉实信用债券C,债券型
070027,嘉实周期优选混合,混合型
070028,嘉实安心货币A,货币型
070029,嘉实安心货币B,货币型
070030,嘉实中创400ETF联接A,指数型
070031,嘉实全球房地产(QDII),QDII
070032,嘉实优化红利混合A,混合型
070037,嘉实纯债债券A,债券型
070038,嘉实纯债债券C,债券型
070039,嘉实中证500ETF联接C,指数型
070088,嘉实货币B,货币型
070099,嘉实优质企业混合,混合型
080001,长盛成长价值混合A,混合型
080002,长盛创新先锋混合A,混合型
080003,长盛积极配置债券A,债券型
080005,长盛量化红利混合A,混合型
080006,长盛环球行业混合(QDII),QDII
080007,长盛同鑫行业配置混合A,混合型
080008,长盛战略新兴产业混合A,混合型
080011,长盛货币A,货币型
080012,长盛电子信息产业混合A,混合型
080015,长盛中小盘精选混合,混合型
090001,大成价值增长混合A,混合型
090002,大成债券A/B,债券型
090003,大成蓝筹稳健混合A,混合型
090004,大成精选增值混合A,混合型
090005,大成货币A,货币型
090006,大成2020生命周期混合A,混合型
090007,大成策略回报混合A,混合型
090009,大成行业轮动混合A,混合型
090010,大成中证红利指数A,指数型
090011,大成核心双动力混合A,混合型
090012,大成深证成长40ETF联接A,指数型
090013,大成竞争优势混合A,混合型
090015,大成内需增长混合A,混合型
090016,大成消费主题混合A,混合型
090017,大成可转债增强债券A,债券型
090018,大成新锐产业混合A,混合型
090019,大成景恒混合A,混合型
090020,大成健康产业混合A,混合型
090021,大成月添利一个月滚动持有中短债A,债券型
090022,大成现金增利货币A,货币型
090023,大成安汇金融债C,债券型
091001,大成价值增长混合A(后端),混合型
091002,大成债券A/B(后端),债券型
091003,大成蓝筹稳健混合A(后端),混合型
091005,大成货币B,货币型
091006,大成2020生命周期混合A(后端),混合型
091021,大成月添利一个月滚动持有中短债B,债券型
091022,大成现金增利货币B,货币型
091023,大成安汇金融债A,债券型
092002,大成债券C,债券型
096001,大成标普500等权重指数(QDII)A人民币,指数型
100016,富国天源沪港深平衡混合A,混合型
100017,富国天源沪港深平衡混合A(后端),混合型
100018,富国天利增长债券A,债券型
100019,富国天利增长债券A(后端),债券型
100020,富国天益价值混合A,混合型
100021,富国天益价值混合A(后端),混合型
100022,富国天瑞强势混合A,混合型
100023,富国天瑞强势混合A(后端),混合型
100025,富国天时货币A,货币型
100026,富国天合稳健优选混合,混合型
100027,富国天合稳健优选混合(后端),混合型
100028,富国天时货币B,货币型
100029,富国天成红利混合,混合型
100030,富国天成红利混合(后端),混合型
100032,富国中证红利指数增强A,指数型
100033,富国中证红利指数增强A(后端),指数型
100035,富国优化增强债券A/B,债券型
100036,富国优化增强债券A/B(后端),债券型
100037,富国优化增强债券C,债券型
100038,富国沪深300指数增强A,指数型
100039,富国通胀通缩主题轮动混合A,混合型
100050,富国全球债券(QDII)人民币A,QDII
100051,富国可转债A,债券型
100052,富国可转债A(后端),债券型
100053,富国上证指数ETF联接A,指数型
100055,富国全球科技互联网股票(QDII)A,QDII
100056,富国低碳环保混合,混合型
100058,富国产业债券A,债券型
100059,富国产业债券A(后端),债券型
100060,富国高新技术产业混合,混合型
100061,富国中国中小盘混合(QDII)人民币A,QDII
100066,富国纯债债券发起式A/B,债券型
100067,富国纯债债券发起式A/B(后端),债券型
100068,富国纯债债券发起式C,债券型
100072,富国强回报定开债A/B,债券型
100073,富国强回报定开债C,债券型
110001,易方达平稳增长混合,混合型
110002,易方达策略成长混合,混合型
110003,易方达上证50增强A,指数型
110005,易方达积极成长混合,混合型
110006,易方达货币A,货币型
110007,易方达稳健收益债券A,债券型
110008,易方达稳健收益债券B,债券型
110009,易方达价值精选混合,混合型
110010,易方达价值成长混合,混合型
110011,易方达优质精选混合(QDII),QDII
110012,易方达科汇灵活配置混合,混合型
110013,易方达科翔混合,混合型
110015,易方达行业领先混合,混合型
110016,易方达货币B,货币型
110017,易方达增强回报债券A,债券型
110018,易方达增强回报债券B,债券型
110019,易方达深证100ETF联接A,指数型
110020,易方达沪深300ETF联接A,指数型
110021,易方达上证中盘ETF联接A,指数型
110022,易方达消费行业股票,股票型
110023,易方达医疗保健行业混合A,混合型
110025,易方达资源行业混合,混合型
110026,易方达创业板ETF联接A,指数型
110027,易方达安心回报债券A,债券型
110028,易方达安心回报债券B,债券型
110029,易方达科讯混合,混合型
110030,易方达沪深300量化增强,指数型
110031,易方达恒生国企ETF联接A,指数型
110032,易方达恒生国企ETF联接现汇A,指数型
110033,易方达恒生国企ETF联接现钞A,指数型
110035,易方达双债增强债券A,债券型
110036,易方达双债增强债券C,债券型
110037,易方达纯债债券A,债券型
110038,易方达纯债债券C,债券型
110050,易方达安和中短债C,债券型
110051,易方达安和中短债A,债券型
110052,易方达安源中短债债券C,债券型
110053,易方达安源中短债债券A,债券型
112002,易方达策略成长二号混合,混合型
118001,易方达亚洲精选股票,QDII
118002,易方达标普消费品指数A,指数型
121001,国投瑞银融华债券,混合型
121002,国投瑞银景气行业混合,混合型
121003,国投瑞银核心企业混合,混合型
121005,国投瑞银创新动力混合,混合型
121006,国投瑞银稳健增长混合,混合型
121008,国投瑞银成长优选混合,混合型
121009,国投瑞银稳定增利债券C,债券型
121010,国投瑞银瑞源灵活配置混合A,混合型
121011,国投瑞银货币A,货币型
121012,国投瑞银优化增强债券A/B,债券型
128001,国投瑞银融华债券(后端),混合型
128002,国投瑞银景气行业混合(后端),混合型
128005,国投瑞银创新动力混合(后端),混合型
128006,国投瑞银稳健增长混合(后端),混合型
128008,国投瑞银成长优选混合(后端),混合型
128011,国投瑞银货币B,货币型
128012,国投瑞银优化增强债券A/B(后端),债券型
128112,国投瑞银优化增强债券C,债券型
150005,银河银富货币A,货币型
150015,银河银富货币B,货币型
150103,银河银泰混合,混合型
150968,银河研究精选混合A,混合型
150988,银河钱包货币A,货币型
150998,银河钱包货币B,货币型
151001,银河稳健混合,混合型
151002,银河收益混合,混合型
159001,货币ETF易方达,货币型
159002,易方达保证金货币B,货币型
159003,招商快线ETF,货币型
159004,招商保证金快线B,货币型
159005,快钱ETF汇添富,货币型
159006,汇添富收益快钱货币B,货币型
159007,华泰柏瑞中证畜牧养殖产业ETF,指数型
159008,景顺长城中证全指证券公司ETF,指数型
159009,易方达创业板新能源ETF,指数型
159010,港股通科技ETF博时,指数型
159012,鹏华科创创业50ETF,指数型
159013,大成中证工业互联网主题ETF,指数型
159015,恒生港股通科技ETF国联,指数型
159016,证券ETF广发,指数型
159017,工银瑞信国证石油天然气ETF,指数型
159018,广发国证石油天然气ETF,指数型
159019,华宝国证石油天然气ETF,指数型
159020,易方达中证畜牧养殖产业ETF,指数型
159021,华夏国证大盘价值ETF,指数型
159022,富国中证科创创业人工智能ETF,指数型
159026,南方国证石油天然气ETF,指数型
159027,畜牧养殖ETF大成,指数型
159028,港股汽车ETF天弘,指数型
159029,广发中证有色金属矿业主题ETF,
159030,粮食ETF华夏,指数型
159032,工业有色ETF易方达,指数型
159035,天弘中证软件服务ETF,指数型
159038,易方达国证粮食产业ETF,
159100,巴西ETF华夏,指数型
159101,港股通科技ETF华夏,指数型
159102,港股通生物科技ETF华安,指数型
159103,金融科技ETF汇添富,指数型
159105,恒生生物科技ETF易方达,指数型
159106,民企300ETF前海开源,指数型
159107,创业板软件ETF富国,指数型
159108,工业软件ETF博时,指数型
159109,恒生50ETF景顺,指数型
159110,科创债ETF万家,指数型
159111,科创债ETF天弘,指数型
159112,科创债ETF银华,指数型
159113,科创债ETF大成,指数型
159115,科创债ETF华安,指数型
159116,科创债ETF工银,指数型
159117,港股通红利低波ETF鹏华,指数型
159118,港股通红利低波ETF华夏,指数型
159119,800现金流ETF招商,指数型
159120,港股通科技ETF国联安,指数型
159121,港股通汽车ETF易方达,指数型
159122,创业板新能源ETF富国,指数型
159123,光伏ETF嘉实,指数型
159125,港股通科技ETF招商,指数型
159126,港股通50ETF南方,指数型
159127,港股通红利ETF南方,指数型
159128,港股科技ETF天弘,指数型
159129,化工ETF嘉实,指数型
159130,恒生生物科技ETF鹏华,指数型
159131,港股通信息技术ETF华宝,指数型
159132,恒生生物科技ETF富国,指数型
159133,化工ETF天弘,指数型
159135,港股通科技ETF前海开源,指数型
159136,A50ETF广发,指数型
159137,港股通医疗ETF华宝,指数型
159138,工程机械ETF易方达,指数型
159139,科创创业人工智能ETF华泰柏瑞,指数型
159140,科创创业人工智能ETF易方达,指数型
159141,科创创业人工智能ETF永赢,指数型
159142,科创创业人工智能ETF景顺,指数型
159143,港股通央企红利ETF平安,指数型
159145,工业软件ETF广发,指数型
159146,电力ETF华宝,指数型
159147,电池ETF南方,指数型
159148,石油ETF富国,指数型
159149,创业板新能源ETF工银,指数型
159150,深证50ETF易方达,指数型
159151,食品ETF华夏,指数型
159152,港股通科技ETF平安,指数型
159153,消费电子ETF鹏华,指数型
159155,电池ETF大成,指数型
159156,电池ETF万家,指数型
159157,有色金属ETF天弘,指数型
159158,电力ETF景顺,指数型
159159,公用事业ETF国投瑞银,指数型
159160,电池ETF东财,指数型
159162,工业有色ETF鹏华,指数型
159163,有色ETF泰康,指数型
159165,养殖ETF永赢,指数型
159166,现金流ETF长城,指数型
159167,港股通医疗ETF工银,指数型
159168,有色ETF富国,指数型
159169,恒生生物科技ETF广发,指数型
159170,港股通互联网ETF永赢,指数型
159171,工业有色ETF博时,指数型
159172,养殖ETF汇添富,指数型
159173,南方中证全指农牧渔ETF,指数型
159175,电池ETF易方达,指数型
159176,华宝中证全指家用电器ETF,指数型
159177,鹏华中证工程机械主题ETF,指数型
159178,汇添富国证消费电子主题ETF,指数型
159179,港股通互联网ETF工银,指数型
